ID,Warehouse_block ,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6294,F, Ship,3,1,187,2,?,M,6,5448,0
6295,D, Ship,4,1,226,5,medium,F,2,1912,0
6296,D, Ship,3,4,209,2,high,F,5,4363,0
6297,C, Ship,3,5,236,3,medium,F,1,5220,0
6298,C, Ship,,5,268,2,low,F,4,5909,0
6299,B, Ship,4,1,232,,medium,F,,1247,0
6300,B, Ship,3,5,204,4,?,M,,4879,1
6301,A, Ship,5,2,232,5,medium,F,,1916,0
6302,C, Flight,,2,264,3,medium,M,,4518,0
6303,C, Road,3,4,142,4,medium,M,,4429,0
6304,A, Ship,3,3,213,10,medium,M,2,4847,0
6305,A, Road,2,2,149,4,medium,M,,4598,0
6306,B, Ship,4,1,201,8,medium,M,4,4295,0
6307,F,?,3,5,161,3,low,M,2,4475,0
6308,F, Ship,4,2,270,2,high,F,,4914,1
6309,F, Ship,3,1,194,4,low,M,,2026,1
6310,B, Ship,,4,245,6,low,F,,1437,1
6311,B, Ship,3,4,134,3,high,F,,5680,0
6312,A, Ship,,2,185,3,medium,M,1,5338,0
6313,A, Ship,3,1,101,5,low,F,3,4807,0
6314,C,?,4,2,257,4,high,M,58,2269,1
6315,A, Ship,,5,257,3,medium,F,5,5084,0
6316,C, Ship,5,4,177,4,medium,M,,1920,1
6317,F, Road,,4,177,4,medium,F,32,1774,1
6318,C, Ship,4,3,139,3,medium,F,,1323,1
6319,B, Flight,,1,234,5,medium,M,2,1030,1
6320,A, Ship,3,1,235,10,low,M,,?,1
6321,C, Ship,4,4,266,2,low,F,,3425,1
6322,A, Ship,,2,269,4,medium,M,38,3171,1
6323,A,?,,2,249,5,high,F,,2846,1
6324,F,?,3,4,226,3,low,F,,4411,1
6325,A, Ship,,5,245,5,low,F,,?,1
6326,C, Ship,3,5,260,4,medium,F,,4162,1
6327,A, Road,4,3,270,2,low,M,,?,0
6328,F, Flight,2,1,98,3,low,F,29,1806,1
6329,B, Ship,3,4,234,2,medium,M,,3543,1
6330,A, Flight,,5,175,6,medium,F,,4995,1
6331,C, Ship,,4,163,2,low,F,,?,0
6332,C, Ship,4,2,173,3,high,F,,5364,0
6333,F, Ship,2,2,240,3,low,M,,?,1
6334,F, Ship,3,2,240,6,low,F,26,2683,1
6335,F, Ship,5,4,241,2,medium,F,,4413,0
6336,D, Ship,5,5,271,2,low,M,,3957,1
6337,F, Ship,6,1,306,4,low,F,,1449,1
6338,F, Ship,,5,263,3,medium,M,3,4020,0
6339,A, Ship,3,2,137,,low,F,4,5617,0
6340,F, Ship,4,1,244,3,low,M,59,?,1
6341,F, Flight,4,1,179,3,high,M,,4129,0
6342,C, Ship,5,4,260,6,medium,M,,5440,1
6343,A, Ship,5,4,178,5,low,F,9,4729,1
6344,A, Ship,6,4,217,5,low,F,,3725,1
6345,F, Flight,,5,138,3,low,F,,1266,1
6346,C, Ship,4,4,254,4,low,F,,4827,0
6347,F, Ship,7,2,302,4,low,M,6,1632,0
6348,F, Road,4,4,238,,medium,F,,4724,1
6349,F, Road,,3,222,5,high,F,2,4612,0
6350,A, Flight,6,4,249,5,medium,M,,3078,1
6351,A, Flight,4,5,273,5,low,M,2,1441,0
6352,D,?,4,4,257,5,medium,F,4,1668,0
6353,D, Ship,4,3,127,5,low,F,,1205,1
6354,D, Road,3,5,271,4,low,M,51,1134,1
6355,C, Road,,4,289,4,low,F,1,1656,0
6356,F, Ship,3,3,162,7,medium,F,42,1278,1
6357,B, Ship,3,2,256,3,low,M,1,4932,0
6358,B, Flight,,5,202,4,medium,F,7,4458,0
6359,C, Ship,4,2,238,2,high,M,,3358,1
6360,C, Road,4,2,221,2,medium,M,54,3065,1
6361,D, Flight,6,1,191,5,low,M,8,5156,1
6362,C, Ship,2,1,234,4,medium,F,,5075,0
6363,F, Flight,7,2,272,4,medium,F,,1816,0
6364,D, Ship,3,5,225,2,low,F,,2596,1
6365,B, Flight,,4,141,2,low,F,30,1130,1
6366,F, Ship,3,4,195,4,low,M,,4743,0
6367,D, Ship,3,2,254,,low,M,1,4334,0
6368,B, Ship,4,1,253,4,low,F,1,5621,0
6369,D, Ship,,1,278,4,low,M,10,1508,1
6370,F, Ship,2,2,154,3,medium,M,,7846,1
6371,B, Ship,,4,243,2,low,F,,3693,1
6372,C, Ship,3,3,271,4,high,M,3,4006,1
6373,F, Road,,4,224,3,low,M,,3623,1
6374,C, Flight,4,4,214,3,low,M,36,2684,1
6375,A, Ship,4,5,134,4,low,M,36,1191,1
6376,F, Ship,3,5,164,3,medium,F,,1423,1
6377,A, Ship,,3,118,,medium,M,,5510,0
6378,D, Ship,4,4,202,3,low,F,3,5524,1
6379,C, Ship,4,5,231,3,?,M,,5089,1
6380,F, Ship,4,3,271,3,low,M,,2996,1
6381,A, Road,4,1,166,2,low,F,6,5737,0
6382,D, Ship,,5,292,4,low,F,,1969,1
6383,C, Ship,3,5,217,2,medium,F,6,5182,0
6384,C, Road,6,5,220,3,medium,M,1,5508,0
6385,A, Ship,4,1,153,2,low,F,1,4027,0
6386,B, Ship,4,4,201,,medium,M,17,2059,1
6387,F, Ship,4,1,268,4,medium,F,,4543,0
6388,D, Ship,2,5,109,3,medium,M,,1715,1
6389,C, Road,,2,272,,low,M,33,2321,1
6390,B, Ship,4,3,171,5,low,F,,5242,1
6391,F, Ship,5,5,214,3,low,F,,2033,1
6392,C, Ship,4,1,134,3,medium,M,7,4933,1
6393,D, Flight,6,4,186,2,low,M,,4851,1
6394,D,?,,5,263,5,low,M,,5731,1
6395,C, Flight,4,99,180,3,low,F,,1434,1
6396,A, Ship,5,2,145,3,medium,M,,4836,0
6397,B, Flight,5,5,216,6,low,M,54,2075,1
6398,F, Ship,3,3,188,4,medium,M,,?,1
6399,B, Road,,5,110,3,medium,M,,?,1
6400,B, Ship,3,3,198,3,low,M,49,?,1
6401,B, Road,3,1,225,,low,F,,4438,1
6402,D, Ship,3,1,200,4,medium,F,,5193,0
6403,C, Road,3,3,136,3,low,M,,5175,0
6404,C, Ship,3,2,262,7,high,M,,5985,1
6405,A, Flight,5,5,209,3,low,M,,3893,1
6406,B, Ship,3,5,241,4,low,F,,5051,0
6407,F, Flight,5,5,258,,medium,M,7,1819,0
6408,A, Flight,4,3,264,3,medium,M,23,2376,1
6409,B, Flight,3,5,268,3,low,M,7,?,0
6410,F, Road,4,3,161,3,high,M,,?,0
6411,C, Road,3,4,188,4,low,M,,?,1
6412,D, Ship,3,5,198,,medium,F,62,3015,1
6413,C,?,5,1,160,3,medium,M,,5839,0
6414,A, Ship,3,1,153,2,low,M,6,4996,0
6415,D, Ship,5,1,270,4,medium,F,,5149,0
6416,D, Ship,4,5,224,2,low,M,,4994,0
6417,F, Ship,3,3,275,3,low,F,61,?,1
6418,D, Ship,5,3,178,4,medium,M,10,5382,1
6419,C, Ship,5,2,245,5,low,M,8,1528,0
6420,A, Flight,,4,172,2,low,M,5,4554,1
6421,A, Road,,3,201,2,low,F,,4548,1
6422,A, Ship,6,5,249,4,medium,M,3,1710,1
6423,B, Ship,3,5,251,3,low,M,1,5073,0
6424,A, Ship,,3,196,3,low,M,,5622,0
6425,A, Road,3,5,166,3,low,F,,1366,1
6426,F, Road,4,3,135,2,medium,F,37,?,1
6427,C, Ship,4,2,153,3,medium,F,53,1185,1
6428,F, Ship,,4,162,3,medium,M,,?,1
6429,D, Ship,3,3,158,3,low,F,20,1431,1
6430,D, Ship,4,5,235,5,low,M,,1460,0
6431,D, Ship,4,3,236,4,medium,M,1,5783,1
6432,B, Ship,5,1,214,3,low,M,33,2562,1
6433,B,?,,1,274,10,high,F,1,5622,0
6434,B, Ship,5,2,174,3,low,F,,5973,1
6435,D,?,3,5,217,,low,M,9,4306,0
6436,B, Flight,3,5,157,3,medium,F,4,1889,1
6437,D, Ship,5,5,240,6,low,F,,1986,0
6438,F, Flight,2,5,134,10,high,M,,5472,0
6439,C, Ship,6,3,247,6,medium,M,,4582,0
6440,C, Road,4,2,112,2,medium,F,,4599,0
6441,B, Ship,3,4,181,2,medium,F,4,4629,0
6442,A, Ship,6,5,293,5,low,F,1,1278,0
6443,D, Ship,5,3,242,3,low,M,58,3411,1
6444,A, Road,5,3,257,,low,F,,1451,1
6445,F, Flight,6,2,243,4,low,M,,1768,0
6446,B, Flight,5,5,249,3,medium,M,,3558,1
6447,A, Ship,3,1,219,8,low,M,2,5334,0
6448,F, Road,3,1,202,2,high,M,,2312,1
6449,F, Ship,,1,171,3,low,F,,1516,1
6450,F, Ship,6,2,292,4,low,F,,1565,0
6451,F, Flight,2,3,198,2,medium,M,28,3514,1
6452,D, Road,4,1,258,3,medium,M,,4188,0
6453,B, Road,5,5,257,4,medium,M,10,5180,1
6454,A, Ship,5,1,133,2,medium,M,1,4643,0
6455,F, Ship,,5,245,2,low,F,,2616,1
6456,A, Road,2,4,273,4,low,F,7,4743,1
6457,B, Ship,5,4,232,5,low,M,10,1512,0
6458,B, Ship,4,4,223,5,medium,M,1,1124,1
6459,C, Ship,5,4,215,2,low,F,,?,1
6460,D, Flight,,1,126,3,medium,F,,1697,1
6461,F, Flight,4,5,143,2,low,M,1,5836,0
6462,F, Ship,4,3,274,3,low,F,5,4409,0
6463,A, Ship,,4,133,2,low,F,,4663,0
6464,F, Road,,5,235,3,medium,F,22,2015,1
6465,F, Road,4,3,176,2,low,F,6,5149,1
6466,A, Ship,,1,183,2,low,M,,5329,1
6467,D, Road,4,2,266,3,high,M,5,4831,1
6468,A, Ship,4,1,259,,low,M,,5148,1
6469,B, Flight,5,4,258,2,?,F,,2878,1
6470,B, Road,4,5,224,,medium,M,21,2026,1
6471,F, Road,4,5,203,,low,F,20,2421,1
6472,B, Flight,4,2,282,4,medium,M,5,5422,1
6473,F, Flight,4,5,205,3,medium,M,5,4949,1
6474,F, Flight,,3,254,5,medium,F,7,1615,1
6475,F, Flight,5,2,231,4,medium,M,41,?,1
6476,F, Ship,3,3,176,2,medium,M,,1856,1
6477,B, Ship,,3,251,3,medium,F,46,2632,1
6478,C, Ship,5,3,157,4,low,M,,1306,1
6479,C, Ship,,1,140,4,low,M,27,1184,1
6480,D, Ship,3,3,254,,high,M,,3153,1
6481,C, Road,3,1,262,2,low,F,28,2940,1
6482,D, Ship,,4,132,6,low,F,8,?,1
6483,A, Flight,4,5,234,3,low,M,5,5213,0
6484,D,?,4,3,246,5,low,M,,1395,0
6485,A, Road,5,3,240,6,medium,F,3,1321,0
6486,D, Ship,,3,171,4,low,M,8,4502,0
6487,C, Ship,4,3,252,2,medium,M,,2336,1
6488,C, Ship,2,3,140,3,low,F,23,1372,1
6489,C, Ship,2,3,130,4,medium,M,10,4363,0
6490,F, Ship,3,2,174,3,low,F,,5207,1
6491,C, Road,4,4,198,2,low,F,,?,1
6492,F, Flight,5,5,273,5,medium,M,,1597,1
6493,B, Ship,3,5,225,3,medium,M,,3813,1
6494,F,?,6,1,141,3,low,F,,5144,0
6495,F, Ship,3,4,147,,low,F,8,5525,0
6496,F, Flight,3,4,252,4,low,F,10,5495,0
6497,D, Ship,4,5,219,2,high,M,,4069,1
6498,C, Ship,5,3,148,3,low,M,,?,0
6499,F, Ship,,2,198,2,low,M,11,3686,1
6500,B, Ship,5,3,194,3,low,M,,5545,0
6501,C, Ship,,4,188,4,medium,M,5,5216,1
6502,B, Flight,5,2,244,5,low,M,1,1875,1
6503,F, Road,3,1,258,2,medium,M,11,2791,1
6504,B, Ship,,3,150,3,low,M,5,5328,0
6505,A, Road,3,1,256,4,low,M,6,4814,1
6506,F, Flight,5,3,202,3,high,M,,?,1
6507,C, Ship,,5,270,,low,M,2,4351,1
6508,F, Flight,4,4,242,2,medium,M,6,5866,0
6509,C, Ship,3,3,160,3,low,M,,4769,0
6510,B, Ship,4,1,231,2,medium,M,,4696,0
6511,F, Ship,,4,137,2,?,F,,4077,1
6512,B, Ship,4,4,157,3,medium,F,,5041,1
6513,D, Ship,4,3,228,5,low,F,,1044,0
6514,A, Ship,,3,193,2,low,F,60,2581,1
6515,F, Ship,4,4,138,5,low,M,10,5401,0
6516,C, Ship,4,2,207,3,medium,F,5,4702,1
6517,A,?,4,3,206,3,medium,M,58,2135,1
6518,F, Ship,3,4,156,3,medium,M,,5255,1
6519,D, Ship,5,4,190,2,medium,M,9,3753,1
6520,C, Flight,5,1,264,6,high,F,,5337,0
6521,F, Ship,4,4,134,,low,F,,1716,1
6522,D, Road,,2,262,3,medium,M,,5910,1
6523,D, Road,2,1,157,3,low,M,58,?,1
6524,B, Ship,,3,162,4,medium,M,38,1407,1
6525,F, Ship,2,1,138,2,low,M,8,4932,1
6526,C, Ship,4,2,194,4,medium,F,26,3818,1
6527,C, Ship,5,1,258,,medium,M,7,4466,1
6528,B, Ship,,3,110,3,low,M,,1235,1
6529,B, Ship,,4,140,3,high,F,,1332,1
6530,A, Ship,3,3,249,3,low,M,,5184,0
6531,D, Road,4,4,212,2,medium,M,8,4239,0
6532,D, Ship,5,1,181,4,medium,F,4,5505,0
6533,F, Ship,6,1,260,4,medium,M,9,1698,1
6534,A, Ship,,5,285,,medium,M,,4112,0
6535,F, Flight,3,1,250,3,medium,F,,5509,0
6536,F, Ship,5,4,263,5,medium,M,,1548,0
6537,F, Ship,4,1,164,3,low,M,4,5910,0
6538,C, Road,,4,203,5,low,M,36,3912,1
6539,D, Ship,,5,252,4,low,F,9,1460,0
6540,D, Ship,3,5,168,3,medium,M,,4296,0
6541,D, Road,4,1,202,3,high,M,59,2563,1
6542,B,?,4,3,216,3,medium,M,,2567,1
6543,F, Flight,3,4,223,10,low,F,9,4337,0
6544,B, Flight,5,4,235,3,medium,F,,4636,0
6545,C, Ship,3,1,199,2,medium,F,,3346,1
6546,A,?,,5,178,2,high,M,5,5403,0
6547,B, Ship,5,3,248,3,medium,M,,2207,1
6548,D, Ship,2,3,198,,medium,F,,1730,1
6549,F, Ship,3,3,192,3,medium,M,,5479,0
6550,F, Road,2,5,241,4,low,F,4,5693,1
6551,F, Ship,,5,193,3,medium,F,9,4982,0
6552,F, Ship,5,2,183,,high,F,8,4820,0
6553,A, Flight,3,2,278,4,medium,M,,1631,0
6554,D, Ship,4,5,221,3,medium,F,,4430,1
6555,B, Road,4,2,177,3,low,F,,4550,0
6556,C, Flight,5,2,227,5,medium,M,9,1917,0
6557,F, Ship,,4,264,2,low,M,35,?,1
6558,C, Ship,6,3,286,4,low,M,,1750,1
6559,C,?,4,3,175,4,medium,F,,5685,0
6560,F, Ship,3,5,147,4,high,M,10,5164,1
6561,A, Ship,,5,247,4,medium,M,,?,1
6562,F, Ship,,5,116,3,low,F,1,4091,1
6563,B, Ship,,2,203,6,medium,F,,5289,0
6564,D, Road,,5,243,2,medium,M,42,3421,1
6565,A, Ship,3,4,240,2,medium,F,2,3729,1
6566,D, Ship,6,1,255,4,low,M,,1575,0
6567,C, Road,6,5,246,4,medium,M,50,3618,1
6568,D, Ship,2,3,123,2,?,M,,1383,1
6569,F, Ship,3,4,211,3,low,F,6,5890,0
6570,F, Flight,5,1,262,5,low,M,,1488,1
6571,B, Ship,2,1,192,3,high,M,46,3206,1
6572,C, Road,4,2,231,6,low,M,,5227,0
6573,D, Ship,,2,185,2,medium,M,4,2212,1
6574,B, Ship,4,2,152,4,medium,F,,4006,0
6575,F, Road,5,3,160,3,low,F,,4416,1
6576,F, Ship,,3,271,5,low,M,,1555,1
6577,F, Ship,3,1,164,2,low,M,,1304,1
6578,A, Ship,6,1,247,4,low,F,4,1623,1
6579,F, Ship,4,2,189,3,medium,M,,3671,1
6580,C,?,4,4,163,6,medium,M,,4584,0
6581,F, Flight,4,1,271,4,medium,F,2,4133,1
6582,D, Ship,4,5,178,3,low,F,48,1819,1
6583,B, Ship,4,5,268,3,low,F,,2386,1
6584,F, Flight,,4,235,5,low,F,,1549,0
6585,A, Road,6,2,290,5,medium,M,8,1512,1
6586,F, Ship,3,3,135,3,low,M,8,1074,1
6587,A, Ship,,3,137,4,low,M,6,4803,1
6588,B, Ship,6,4,291,4,low,F,8,1131,0
6589,B, Ship,4,3,162,3,low,M,4,5913,1
6590,C, Road,3,1,223,3,low,M,8,5318,0
6591,C, Ship,2,5,130,3,low,M,,1092,1
6592,A, Road,3,1,219,8,low,F,,4122,1
6593,F, Ship,4,3,166,,medium,F,1,4536,0
6594,F, Ship,4,3,212,2,low,M,8,5513,0
6595,F, Flight,6,1,250,4,low,F,2,1783,1
6596,C, Ship,4,5,226,2,low,M,,4532,0
6597,F, Ship,5,4,267,2,medium,M,4,4053,0
6598,C, Flight,5,3,259,3,low,F,,3335,1
6599,C, Ship,,4,273,,low,F,,3384,1
6600,C, Ship,4,1,156,2,low,M,,5488,0
6601,B, Flight,,3,220,3,low,F,10,5234,1
6602,C, Ship,3,4,193,2,medium,M,48,?,1
6603,C, Road,,4,261,2,medium,F,52,3340,1
6604,F, Flight,4,2,251,2,medium,M,,2405,1
6605,B, Ship,3,2,195,10,low,F,,?,0
6606,D, Flight,4,5,168,4,medium,F,,4776,1
6607,C, Ship,4,1,255,5,medium,F,,1918,1
6608,B, Ship,4,3,244,,?,M,,3318,1
6609,A, Ship,5,5,193,4,medium,M,8,5714,0
6610,A, Ship,5,5,269,3,low,F,,5673,1
6611,D, Road,5,5,189,4,high,F,16,3564,1
6612,D, Ship,4,4,261,6,medium,F,10,4596,1
6613,F, Flight,4,4,9999,3,medium,F,,5555,1
6614,C, Ship,4,5,160,6,low,F,,4684,1
6615,A, Ship,6,2,259,4,low,F,10,2000,1
6616,B, Ship,5,3,215,,medium,F,10,5194,1
6617,C, Ship,5,1,145,2,medium,M,,4485,1
6618,F, Ship,,4,242,5,low,M,,1571,1
6619,A, Flight,5,2,241,2,medium,M,9,4965,0
6620,F, Flight,4,1,124,2,medium,M,,1714,1
6621,D, Flight,3,3,163,3,medium,M,5,5362,0
6622,F, Ship,4,4,139,3,medium,M,2,5135,0
6623,D, Flight,,5,252,,medium,F,,4557,1
6624,F, Ship,6,3,287,4,low,M,3,1824,0
6625,F, Ship,4,5,258,3,medium,F,37,2289,1
6626,F, Ship,3,1,226,2,low,M,18,?,1
6627,D, Flight,,4,290,4,low,F,,?,1
6628,F, Ship,,3,205,3,low,M,,5137,0
6629,A, Road,5,1,268,5,medium,M,1,4704,0
6630,F, Flight,4,5,137,4,?,M,,1262,1
6631,A, Road,6,2,309,4,low,F,,1335,0
6632,F, Road,,2,254,5,medium,M,,1002,0
6633,C,?,,1,257,5,medium,M,1,1102,1
6634,B, Ship,4,4,233,4,medium,F,,2358,1
6635,C, Ship,7,3,272,4,medium,M,7,1067,1
6636,A, Ship,3,4,265,8,low,M,,?,1
6637,A, Ship,4,2,202,3,medium,M,7,5821,0
6638,B, Ship,4,2,275,6,medium,M,2,1712,1
6639,A, Ship,3,1,139,3,medium,F,,5847,1
6640,B, Ship,5,2,240,5,medium,M,,1079,0
6641,F, Ship,3,5,230,4,low,F,,4450,1
6642,A, Ship,6,3,289,4,high,F,5,1708,0
6643,F, Ship,4,4,265,4,medium,F,6,4607,1
6644,C, Ship,5,2,198,,low,M,,1994,1
6645,D, Ship,4,2,263,6,medium,F,4,1644,0
6646,F, Ship,3,3,153,5,low,F,12,1972,1
6647,F, Ship,5,1,151,3,medium,F,,5667,0
6648,A, Ship,4,5,205,3,low,F,,2317,1
6649,C, Road,5,1,257,5,medium,F,,1128,1
6650,F, Road,4,4,173,3,low,M,,4616,0
6651,A, Ship,5,4,181,5,medium,M,2,5324,0
6652,F, Ship,5,1,181,,low,F,6,5423,0
6653,A, Flight,4,2,216,3,low,M,4,4309,1
6654,D,?,,1,271,3,medium,M,,5486,1
6655,C, Ship,4,5,206,2,low,F,,4264,1
6656,C, Ship,,1,189,4,low,F,,4166,1
6657,A, Ship,2,2,180,3,low,M,33,1217,1
6658,D, Ship,5,3,243,6,medium,F,9,5640,0
6659,F, Ship,5,5,262,5,low,M,6,1887,1
6660,F, Ship,5,2,243,5,medium,F,4,1013,1
6661,A, Ship,3,1,247,2,low,M,,5557,0
6662,B, Flight,5,5,232,5,medium,F,,1246,0
6663,F, Ship,5,3,210,7,medium,F,,4362,0
6664,F, Ship,3,5,146,10,low,M,9,?,0
6665,F, Ship,3,3,162,2,low,F,,4903,0
6666,F, Ship,3,5,164,,high,M,10,4639,1
6667,F, Ship,3,4,249,3,low,M,31,3489,1
6668,F, Ship,4,4,214,2,high,F,,4117,1
6669,A, Ship,4,2,210,3,low,F,9,4163,0
6670,C, Ship,4,2,196,,low,M,,5852,0
6671,C, Ship,6,4,260,5,medium,M,2,4687,1
6672,F, Ship,3,5,225,3,low,F,12,2721,1
6673,F, Flight,,1,205,4,medium,F,63,2156,1
6674,F, Ship,4,5,227,2,low,M,,4414,0
6675,F, Flight,3,5,245,4,medium,M,,2769,1
6676,B, Ship,3,3,135,3,medium,F,28,1329,1
6677,F, Ship,4,3,196,3,low,M,,4433,1
6678,B, Ship,5,1,233,3,low,F,,5560,0
6679,C, Ship,,1,242,8,medium,F,8,5401,0
6680,F, Ship,3,2,207,2,medium,F,,2460,1
6681,F, Ship,4,3,249,6,low,M,,1046,1
6682,D, Ship,4,5,163,2,medium,F,10,5529,1
6683,C, Ship,6,1,264,4,medium,M,1,1273,0
6684,D, Road,6,5,212,,medium,M,,2359,1
6685,F, Ship,2,1,137,5,medium,F,3,1037,1
6686,F, Ship,3,1,102,4,medium,F,,5936,1
6687,A, Ship,3,5,146,5,high,F,7,4538,0
6688,F, Ship,,1,238,,low,F,,4992,0
6689,D, Ship,6,3,219,4,medium,M,6,4885,1
6690,F,?,3,2,215,2,low,F,,4305,0
6691,C, Ship,4,3,158,3,high,M,,5089,1
6692,B, Ship,5,5,221,6,medium,M,6,1429,0
6693,C, Ship,4,1,160,,low,F,,4018,1
6694,A, Ship,3,5,201,2,medium,M,,4440,0
6695,F, Road,,5,160,,low,F,,5754,0
6696,D, Flight,4,4,115,3,medium,M,7,4609,0
6697,B, Ship,4,2,145,2,medium,M,,1617,1
6698,F, Road,6,1,256,,low,F,7,1372,1
6699,D, Ship,4,3,246,3,low,F,,5118,0
6700,F,?,,4,182,2,medium,M,,4554,1
6701,F, Road,4,5,149,2,medium,M,,1141,1
6702,F, Ship,4,4,171,3,low,M,6,4343,1
6703,F, Flight,,4,258,2,medium,F,5,4363,1
6704,F, Ship,3,4,274,3,medium,M,19,3076,1
6705,B, Flight,4,2,141,3,medium,M,,1875,1
6706,F, Flight,,2,169,2,medium,F,,1922,1
6707,F, Road,3,3,182,4,low,M,,1690,1
6708,A, Ship,3,5,124,2,medium,M,1,5709,1
6709,D,?,3,4,138,,medium,F,5,5690,0
6710,A, Ship,,5,135,2,low,F,,5275,1
6711,B, Ship,,1,257,2,low,M,,4869,0
6712,D, Ship,4,3,184,3,low,F,,3436,1
6713,F, Ship,2,3,235,3,low,M,,2034,1
6714,F, Road,4,1,272,2,low,F,8,5328,1
6715,B, Ship,3,2,139,3,medium,M,4,5531,0
6716,F, Ship,4,3,133,3,medium,F,50,1861,1
6717,F, Ship,4,4,157,2,low,M,,4491,1
6718,F, Flight,5,3,247,5,low,M,,1699,1
6719,F, Ship,3,2,213,,medium,M,,5993,1
6720,F, Ship,,5,260,3,medium,M,,4586,1
6721,F, Flight,,3,228,5,high,M,,1924,0
6722,F, Ship,4,3,197,3,low,F,,3617,1
6723,C, Ship,3,1,152,,low,M,1,4949,1
6724,F, Ship,4,1,171,,medium,F,,5717,0
6725,F, Flight,4,5,247,5,medium,M,,1737,0
6726,F, Ship,6,4,151,3,low,F,,5414,1
6727,F, Road,3,1,194,,medium,F,1,5931,0
6728,C, Ship,5,1,262,2,?,M,,5761,0
6729,F, Ship,3,2,159,3,medium,F,4,1681,1
6730,D, Ship,,4,266,2,low,F,2,4290,0
6731,A, Ship,,1,307,4,low,F,3,1977,0
6732,B, Ship,4,1,209,2,low,F,10,5066,0
6733,A, Ship,3,3,187,2,low,F,,4859,0
6734,A, Ship,3,3,205,3,high,M,,5851,1
6735,F, Ship,7,2,247,,medium,F,9,1096,1
6736,D, Flight,2,1,112,5,low,F,,4543,0
6737,F, Ship,,2,126,10,low,M,,4073,1
6738,F, Ship,5,5,206,3,low,M,,5520,0
6739,F, Flight,5,5,133,2,low,F,,4398,0
6740,C, Flight,5,2,170,3,low,M,15,1314,1
6741,A, Ship,,4,198,,medium,M,19,2373,1
6742,F, Road,,5,237,5,medium,M,,4917,0
6743,C, Road,6,2,279,,low,F,,1836,0
6744,B, Ship,5,3,215,4,low,M,,5915,1
6745,B, Road,,4,188,7,medium,F,,2466,1
6746,F, Ship,,3,243,2,low,M,,4675,1
6747,A, Ship,4,4,210,2,medium,M,8,5942,0
6748,C,?,5,5,246,5,low,F,6,1300,0
6749,A, Ship,,3,150,3,low,M,,4799,1
6750,A, Ship,4,3,263,,low,F,,1762,0
6751,F,?,5,3,255,3,medium,F,8,5983,0
6752,D, Ship,5,4,264,3,medium,M,10,4025,1
6753,F, Ship,4,3,225,2,low,M,2,4520,1
6754,C,?,4,2,261,3,high,M,,4931,0
6755,A, Flight,6,2,225,6,low,M,44,2057,1
6756,D,?,4,5,156,3,low,F,,1553,1
6757,D, Ship,4,1,258,4,high,F,,5476,0
6758,D, Ship,4,5,183,2,medium,F,,4422,0
6759,F, Ship,5,3,232,3,medium,M,3,4526,0
6760,C, Ship,4,4,215,2,high,F,6,5238,0
6761,B,?,2,1,219,4,low,M,6,5124,0
6762,C,?,4,5,183,4,low,M,3,5881,0
6763,A, Ship,5,5,257,3,medium,F,,5972,0
6764,F, Ship,3,3,162,8,high,F,,4842,0
6765,D, Ship,3,3,214,2,low,M,28,3869,1
6766,C, Ship,6,2,245,4,low,F,8,1904,0
6767,B, Ship,6,3,265,,medium,M,,1897,0
6768,D, Road,,5,246,3,medium,F,,5167,0
6769,C,?,6,1,289,5,medium,M,,1223,0
6770,A, Ship,3,3,261,3,medium,M,4,5482,1
6771,F, Ship,5,5,265,5,medium,M,,1568,0
6772,A, Ship,,1,276,5,low,F,,1793,0
6773,D, Road,3,4,247,2,medium,F,2,5016,1
6774,D, Road,5,5,222,,low,F,,1311,0
6775,F, Flight,3,4,235,3,low,M,,5498,0
6776,D, Flight,5,1,266,,low,M,,5858,0
6777,F, Ship,2,2,146,4,low,M,4,5817,0
6778,C, Ship,,2,172,3,medium,F,8,4982,1
6779,F, Ship,5,3,226,2,high,F,6,5033,0
6780,D, Ship,5,2,241,3,low,M,,3743,1
6781,D, Road,5,2,262,6,medium,M,10,3164,1
6782,F, Ship,6,4,272,4,medium,F,,1171,1
6783,A, Road,3,3,245,2,low,F,,4719,1
6784,C, Ship,4,3,163,3,low,F,,4556,0
6785,D, Ship,7,5,255,4,low,F,,1367,0
6786,F, Ship,3,5,191,4,low,M,2,5177,1
6787,B, Ship,5,3,212,2,low,F,7,5219,0
6788,F, Flight,3,5,186,2,low,F,39,?,1
6789,F, Ship,3,4,150,3,medium,M,,1511,1
6790,B, Ship,3,3,181,3,low,F,,5337,0
6791,F, Road,5,5,245,4,medium,F,12,2225,1
6792,C, Ship,2,2,112,,medium,M,,1138,1
6793,F, Ship,4,5,171,3,medium,F,,1114,1
6794,F, Ship,5,2,211,,medium,F,2,5077,0
6795,F, Ship,,4,252,5,medium,M,,1995,1
6796,B, Road,4,2,273,2,low,F,,4221,0
6797,C, Flight,4,3,186,3,medium,F,9,5131,1
6798,C, Ship,,3,194,3,medium,F,,2736,1
6799,A, Ship,3,5,204,3,low,F,,2513,1
6800,F, Road,5,1,225,5,low,M,,1812,0
6801,F, Ship,4,1,222,3,medium,M,,3158,1
6802,F, Road,4,3,147,4,low,F,,4865,0
